Loss,Epoch
12.27671933844876,0
2.831443360089646,1
3.0512809719880827,2
2.8226396421642255,3
2.803353799578479,4
2.950174528009751,5
2.799225668163251,6
2.7248996801083654,7
2.7826884241055345,8
2.751579010882951,9
2.728453131892797,10
2.743470617267482,11
2.755678163465027,12
2.7562875070840196,13
2.7126770138435656,14
2.707843734480231,15
2.7139821195846325,16
2.700981848989911,17
2.7293845765730915,18
2.671761817334558,19
2.670043456584901,20
2.5953455271623325,21
2.526471917129234,22
2.449545576596809,23
2.3937853763780326,24
2.341097278515701,25
2.2881685063967008,26
2.27974247627551,27
2.235159711612155,28
2.219354203899803,29
2.194737957109271,30
2.1246736997838522,31
2.1829862461980345,32
2.1061633357306575,33
2.155636475671588,34
2.120252739895335,35
2.053062924948495,36
2.0511653241903884,37
1.9909553922655638,38
1.9621085832490945,39
2.0059567019152826,40
2.010271185804206,41
1.9279053699025108,42
1.9322739123078563,43
1.882345393947933,44
1.9200180018954265,45
1.9002911183230407,46
1.8996243545466371,47
1.9168704271011645,48
1.863092412271768,49
1.886917142002174,50
1.8780381016414185,51
1.8767711937884846,52
1.8539463261814069,53
1.8721541428505002,54
1.9801710639768244,55
1.8350603149065277,56
1.832605233277811,57
1.806829922491937,58
1.7450058602006233,59
1.7108317700493367,60
1.7051203202103715,61
1.8533992332875575,62
1.841587087382441,63
1.8311623831844086,64
1.796887714387206,65
1.7565227198173932,66
1.7549258004064145,67
1.6794666873524562,68
1.712411594970147,69
2.422775969023595,70
2.22808329635264,71
2.145361849871438,72
2.142031506961569,73
2.0480513978187385,74
2.0156555768778865,75
2.15589362108494,76
2.0755564256397356,77
2.0624922570365163,78
1.9525573253631592,79
1.9639763550075424,80
1.941725642479899,81
1.8974348553611189,82
1.881857169253747,83
1.9325007444147564,84
1.8107390141548099,85
1.862618507784041,86
1.9826000104170016,87
1.8606463483227489,88
1.7757575382357058,89
1.7765807603936061,90
1.6782184368204278,91
1.7107797600424197,92
1.6798962916407134,93
1.6404237567311357,94
1.615075911554839,95
1.6181110764860802,96
1.6284092750085895,97
1.6637480415956443,98
1.6481856409546054,99
1.5609877077514862,100
1.655580535035609,101
1.5146782917287342,102
1.6380566516343285,103
1.499067832441891,104
1.5390001584959152,105
1.498781360247556,106
1.436358531798853,107
1.4527243194372759,108
1.5788442885784237,109
1.6298965221018438,110
1.4531546302158813,111
1.4303017038366068,112
1.3935556044359036,113
1.3766812246168971,114
1.3379661672560454,115
1.2788590388682188,116
1.2904119044923417,117
1.2551475376119394,118
1.2282548075746698,119
1.289155698035989,120
1.2510235689942488,121
1.2681814489309744,122
1.170207659149414,123
1.2174351347986694,124
1.213764621854743,125
1.3156653583964424,126
1.4334152212838078,127
1.401229159987491,128
1.3060113978965202,129
1.2687458189399652,130
1.214527275098864,131
1.2086387079237673,132
1.1451387066213066,133
1.054746703875949,134
1.0314106320404945,135
1.0113852014931877,136
0.9879426631476264,137
0.9962299530920775,138
0.9905716064183608,139
1.0292607057277503,140
0.968242188167694,141
0.9442656891577689,142
0.9369601754047682,143
0.896020656732647,144
0.9309682592635264,145
0.8911040652438503,146
0.9729190363984583,147
0.8387481634650389,148
0.7628705424573415,149
0.7425310213090209,150
0.7095132169058865,151
0.688505402649455,152
0.71052556566875,153
0.6547296231664965,154
0.6472415176727583,155
0.6333019379764566,156
0.5990613147311503,157
0.5595175817113398,158
0.5590052441943942,159
0.5231571579185288,160
0.5109609867186498,161
0.5045295516243371,162
0.4876468314996461,163
0.44328898085695706,164
0.4337695200672692,165
0.4121550930201855,166
0.38255289145519056,167
0.4262308354496651,168
0.40790308244964657,169
0.400400400638123,170
0.33071746990618195,171
0.34369319877432436,172
0.31238869727229523,173
0.2842472899619423,174
0.2609465996760999,175
0.24627700097897015,176
0.2218883199798291,177
0.2288988666928104,178
0.23813091117955382,179
0.2536808394724527,180
0.3381563885723386,181
0.1778586043790459,182
0.20923001732667693,183
0.18755157593199434,184
0.1708450118732422,185
0.15121440650642756,186
0.1452325024746854,187
0.13658863538280702,188
0.1308750445023179,189
0.1376614391909736,190
0.14166309668318086,191
0.13753202599723396,192
0.10726413735464845,193
0.09874106242078477,194
0.09972296055207444,195
0.12526612119008418,196
0.1125544792927249,197
0.09055350734518788,198
0.13219264198360783,199
